player_id,name,country,position,age,club,matches_played,minutes_played,goals,assists,expected_goals_xg,shots_on_target,passes_completed,pass_accuracy_pct,tackles_won,interceptions,yellow_cards,red_cards,goals_per_90,assists_per_90,goal_contributions_per_90,shots_on_target_per_90
38,Ruben Vargas,Switzerland,FW,27,Augsburg,5,310,2,1,1.65,5,94,81.3,4,3,0,0,0.5806451612903226,0.2903225806451613,0.8709677419354839,1.4516129032258065
39,Ayase Ueda,Japan,FW,27,Feyenoord,4,280,2,1,1.9,6,52,75.4,1,1,0,0,0.6428571428571428,0.3214285714285714,0.9642857142857143,1.9285714285714286
40,Mostafa Zico,Egypt,MF,29,ZED FC,4,330,2,1,1.5,4,118,82.5,6,4,1,0,0.5454545454545454,0.2727272727272727,0.8181818181818181,1.0909090909090908
41,Malik Tillman,USA,MF,24,PSV Eindhoven,4,320,2,1,1.7,5,130,84.6,5,3,0,0,0.5625,0.28125,0.84375,1.40625
42,Ermin Mahmic,Bosnia,MF,21,Sarajevo,2,120,2,0,1.1,3,45,81.0,3,2,0,0,1.5,0.0,1.5,2.25
43,Habib Diarra,Senegal,MF,22,Strasbourg,3,180,2,0,1.35,4,84,85.2,6,4,1,0,1.0,0.0,1.0,2.0
44,Marko Arnautovic,Austria,FW,37,Inter Milan,3,160,2,0,1.4,4,38,76.0,1,0,0,0,1.125,0.0,1.125,2.25
45,Amad Diallo,Ivory Coast,FW,24,Manchester United,3,200,2,0,1.5,4,72,82.4,3,1,0,0,0.9,0.0,0.9,1.8
46,Cyle Larin,Canada,FW,31,Mallorca,4,230,2,0,1.6,5,42,73.5,2,1,0,0,0.782608695652174,0.0,0.782608695652174,1.9565217391304348
47,Anthony Elanga,Sweden,FW,24,Nottingham Forest,3,210,2,0,1.45,4,55,78.6,2,1,0,0,0.8571428571428572,0.0,0.8571428571428572,1.7142857142857144
48,Mikel Merino,Spain,MF,30,Arsenal,6,380,2,0,1.8,5,210,87.0,12,8,1,0,0.47368421052631576,0.0,0.47368421052631576,1.1842105263157894
49,Daichi Kamada,Japan,MF,29,Crystal Palace,4,330,2,0,1.65,4,165,86.1,8,5,0,0,0.5454545454545454,0.0,0.5454545454545454,1.0909090909090908
50,Yasin Ayari,Sweden,MF,22,Brighton,4,310,2,0,1.4,3,142,84.9,7,4,1,0,0.5806451612903226,0.0,0.5806451612903226,0.8709677419354839
51,Michael Olise,France,MF,24,Bayern Munich,7,540,0,7,2.1,6,280,86.8,9,4,1,0,0.0,1.1666666666666667,1.1666666666666667,1.0
52,Rodri,Spain,MF,30,Manchester City,7,650,1,1,1.25,4,580,92.4,18,14,2,0,0.13846153846153847,0.13846153846153847,0.27692307692307694,0.5538461538461539
53,Aymeric Laporte,Spain,DF,32,Al-Nassr,7,630,0,0,0.4,1,490,91.8,11,12,1,0,0.0,0.0,0.0,0.14285714285714285
54,Pau Cubarsi,Spain,DF,19,Barcelona,6,540,0,0,0.25,1,420,93.1,10,11,0,0,0.0,0.0,0.0,0.16666666666666669
55,Marc Guehi,England,DF,26,Crystal Palace,7,610,0,0,0.35,2,395,89.5,14,15,2,0,0.0,0.0,0.0,0.29508196721311475
56,Leandro Paredes,Argentina,MF,32,AS Roma,6,480,1,1,0.9,3,360,88.7,15,10,3,0,0.1875,0.1875,0.375,0.5625
57,Bruno Guimaraes,Brazil,MF,28,Newcastle United,5,430,0,4,1.4,4,310,87.3,13,9,2,0,0.0,0.8372093023255813,0.8372093023255813,0.8372093023255813
58,Martin Odegaard,Norway,MF,27,Arsenal,5,450,0,4,1.85,5,340,88.5,8,4,0,0,0.0,0.8,0.8,1.0
59,Brahim Diaz,Morocco,MF,26,Real Madrid,5,390,1,4,1.95,6,185,84.0,6,3,0,0,0.23076923076923078,0.9230769230769231,1.1538461538461537,1.3846153846153846
60,Roberto Alvarado,Mexico,MF,27,Chivas,4,310,0,3,0.95,2,140,81.5,5,4,0,0,0.0,0.8709677419354839,0.8709677419354839,0.5806451612903226
61,Florian Wirtz,Germany,MF,23,Bayer Leverkusen,4,340,1,3,2.1,6,210,85.6,6,3,0,0,0.2647058823529412,0.7941176470588235,1.0588235294117647,1.588235294117647
62,Andreas Schjelderup,Norway,FW,22,Benfica,4,260,1,3,1.55,4,88,80.4,3,2,0,0,0.34615384615384615,1.0384615384615385,1.3846153846153846,1.3846153846153846
63,Anthony Gordon,England,FW,25,Newcastle United,5,320,1,3,1.75,5,98,79.8,5,3,1,0,0.28125,0.84375,1.125,1.40625
64,Alexander Isak,Sweden,FW,26,Newcastle United,4,330,1,3,2.05,7,74,76.9,2,1,0,0,0.2727272727272727,0.8181818181818181,1.0909090909090908,1.9090909090909092
65,Desire Doue,France,MF,21,Paris Saint-Germain,5,290,1,1,1.3,4,140,84.2,6,3,0,0,0.3103448275862069,0.3103448275862069,0.6206896551724138,1.2413793103448276
66,Mohamed Salah,Egypt,FW,34,Liverpool,4,360,1,2,2.4,8,135,80.5,3,1,0,0,0.25,0.5,0.75,2.0
67,Achraf Hakimi,Morocco,DF,27,Paris Saint-Germain,5,450,1,2,1.2,3,310,87.9,12,8,1,0,0.2,0.4,0.6000000000000001,0.6000000000000001
68,Declan Rice,England,MF,27,Arsenal,7,640,1,1,1.15,3,485,90.1,19,13,1,0,0.140625,0.140625,0.28125,0.421875
69,Ferran Torres,Spain,FW,26,Barcelona,5,280,1,1,1.6,5,92,82.0,3,2,0,0,0.3214285714285714,0.3214285714285714,0.6428571428571428,1.607142857142857
70,Luis Diaz,Colombia,FW,29,Liverpool,4,340,1,1,1.8,6,110,81.4,4,3,1,0,0.2647058823529412,0.2647058823529412,0.5294117647058824,1.588235294117647
71,Youri Tielemans,Belgium,MF,29,Aston Villa,4,330,1,1,1.1,3,245,86.5,8,5,1,0,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.8181818181818181
72,Dani Olmo,Spain,MF,28,Barcelona,5,310,1,1,1.5,5,180,85.0,5,4,0,0,0.2903225806451613,0.2903225806451613,0.5806451612903226,1.4516129032258065
73,Alexis Mac Allister,Argentina,MF,27,Liverpool,7,590,1,1,1.35,4,410,88.2,16,11,2,0,0.15254237288135591,0.15254237288135591,0.30508474576271183,0.6101694915254237
74,Alex Baena,Spain,MF,25,Villarreal,4,240,1,1,1.2,4,145,83.7,5,3,1,0,0.375,0.375,0.75,1.5
75,Pedro Porro,Spain,DF,26,Tottenham,4,310,0,1,0.6,2,210,84.5,9,6,1,0,0.0,0.2903225806451613,0.2903225806451613,0.5806451612903226
76,Enzo Fernandez,Argentina,MF,25,Chelsea,7,610,1,1,1.4,4,460,89.0,17,10,2,0,0.14754098360655737,0.14754098360655737,0.29508196721311475,0.5901639344262295
77,Marcus Rashford,England,FW,28,Manchester United,4,260,1,1,1.55,5,82,78.5,3,1,0,0,0.34615384615384615,0.34615384615384615,0.6923076923076923,1.7307692307692308
78,Nicolas Raskin,Belgium,MF,25,Rangers,3,190,1,0,0.75,2,112,85.0,7,4,1,0,0.47368421052631576,0.0,0.47368421052631576,0.9473684210526315
79,Marc Cucurella,Spain,DF,28,Chelsea,6,500,0,1,0.4,1,340,88.1,14,9,2,0,0.0,0.18,0.18,0.18
80,Patrick Berg,Norway,MF,28,Bodø/Glimt,4,320,0,2,0.65,1,230,87.4,10,7,0,0,0.0,0.5625,0.5625,0.28125
81,Denzel Dumfries,Netherlands,DF,30,Inter Milan,5,410,0,2,0.95,3,185,81.0,8,5,1,0,0.0,0.43902439024390244,0.43902439024390244,0.6585365853658537
82,Nathaniel Brown,Germany,DF,23,Eintracht Frankfurt,2,150,0,1,0.3,1,95,83.5,4,3,0,0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001
83,Baris Alper Yilmaz,Turkey,FW,26,Galatasaray,4,300,1,0,1.3,4,78,75.8,5,3,1,0,0.30000000000000004,0.0,0.30000000000000004,1.2000000000000002
84,Daniel Munoz,Colombia,DF,30,Crystal Palace,4,360,1,0,0.85,2,165,82.4,11,8,1,0,0.25,0.0,0.25,0.5
85,Joshua Kimmich,Germany,DF,31,Bayern Munich,4,360,0,2,0.7,2,320,90.2,10,6,0,0,0.0,0.5,0.5,0.5
86,Dan Ndoye,Switzerland,FW,25,Bologna,4,290,1,0,1.25,4,84,79.2,4,2,0,0,0.3103448275862069,0.0,0.3103448275862069,1.2413793103448276
87,Emam Ashour,Egypt,MF,28,Al Ahly,4,280,1,0,1.1,3,142,83.0,6,4,1,0,0.3214285714285714,0.0,0.3214285714285714,0.9642857142857143
88,In-Beom Hwang,South Korea,MF,29,Feyenoord,3,270,0,1,0.5,1,195,86.8,7,5,0,0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337
89,Azzedine Ounahi,Morocco,MF,26,Panathinaikos,5,330,0,1,0.8,2,225,87.1,8,4,0,0,0.0,0.2727272727272727,0.2727272727272727,0.5454545454545454
90,Lisandro Martinez,Argentina,DF,28,Manchester United,6,490,0,1,0.35,1,380,90.5,15,12,2,0,0.0,0.1836734693877551,0.1836734693877551,0.1836734693877551
91,Mousa Tamari,Jordan,FW,29,Montpellier,3,270,1,0,1.15,4,68,76.2,3,2,0,0,0.33333333333333337,0.0,0.33333333333333337,1.3333333333333335
92,Felix Nmecha,Germany,MF,25,Borussia Dortmund,3,180,0,1,0.55,1,110,85.5,5,3,0,0,0.0,0.5,0.5,0.5
93,Houssem Aouar,Algeria,MF,28,Al-Ittihad,4,250,0,2,0.75,2,155,86.0,4,3,0,0,0.0,0.72,0.72,0.72
94,Promise David,Canada,FW,24,Union SG,2,110,1,0,0.85,3,22,71.0,1,0,0,0,0.8181818181818181,0.0,0.8181818181818181,2.4545454545454546
95,Keito Nakamura,Japan,FW,26,Reims,3,190,1,0,1.05,3,54,78.0,2,1,0,0,0.47368421052631576,0.0,0.47368421052631576,1.4210526315789473
96,Alex Freeman,USA,DF,21,Orlando City,2,140,0,1,0.25,0,88,82.0,4,3,0,0,0.0,0.6428571428571428,0.6428571428571428,0.0
97,Petar Sucic,Croatia,MF,22,Dinamo Zagreb,3,210,0,1,0.45,1,135,85.8,6,4,1,0,0.0,0.4285714285714286,0.4285714285714286,0.4285714285714286
98,Rafael Leao,Portugal,FW,27,AC Milan,4,280,1,0,1.4,5,88,80.1,2,1,0,0,0.3214285714285714,0.0,0.3214285714285714,1.607142857142857
99,Sebastian Berhalter,USA,MF,25,Vancouver Whitecaps,3,170,0,1,0.35,1,105,84.0,5,3,0,0,0.0,0.5294117647058824,0.5294117647058824,0.5294117647058824
100,Chris Wood,New Zealand,FW,34,Nottingham Forest,3,250,1,0,1.2,4,35,69.5,1,1,0,0,0.36,0.0,0.36,1.44
101,Pedri,Spain,MF,23,Barcelona,6,490,1,2,1.45,4,415,91.2,10,7,0,0,0.1836734693877551,0.3673469387755102,0.5510204081632653,0.7346938775510204
102,Federico Valverde,Uruguay,MF,28,Real Madrid,4,360,1,1,1.3,5,260,88.0,11,8,1,0,0.25,0.25,0.5,1.25
103,Nico Williams,Spain,FW,24,Athletic Bilbao,6,470,1,2,1.75,6,135,81.5,5,3,0,0,0.19148936170212766,0.3829787234042553,0.5744680851063829,1.1489361702127658
104,Lamine Yamal,Spain,FW,19,Barcelona,7,580,2,4,3.1,11,210,83.4,7,4,1,0,0.3103448275862069,0.6206896551724138,0.9310344827586207,1.706896551724138
105,Eduardo Camavinga,France,MF,23,Real Madrid,6,420,0,1,0.65,2,310,89.6,14,10,2,0,0.0,0.2142857142857143,0.2142857142857143,0.4285714285714286
106,Aurelien Tchouameni,France,MF,26,Real Madrid,7,600,0,0,0.5,2,450,91.5,16,12,1,0,0.0,0.0,0.0,0.30000000000000004
107,William Saliba,France,DF,25,Arsenal,7,630,0,0,0.3,1,510,93.4,12,14,0,0,0.0,0.0,0.0,0.14285714285714285
108,Jules Kounde,France,DF,27,Barcelona,7,610,0,1,0.55,2,440,89.8,15,10,1,0,0.0,0.14754098360655737,0.14754098360655737,0.29508196721311475
109,Theo Hernandez,France,DF,28,AC Milan,7,630,1,1,1.05,3,380,86.5,13,8,2,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.4285714285714286
110,Mike Maignan,France,GK,31,AC Milan,7,630,0,0,0.0,0,195,81.0,0,0,0,0,0.0,0.0,0.0,0.0
111,Emiliano Martinez,Argentina,DF,33,Aston Villa,7,660,0,0,0.0,0,210,78.5,0,0,1,0,0.0,0.0,0.0,0.0
112,Cristian Romero,Argentina,DF,28,Tottenham,7,640,0,0,0.45,2,480,91.0,18,15,3,0,0.0,0.0,0.0,0.28125
113,Nahuel Molina,Argentina,DF,28,Atletico Madrid,6,490,0,1,0.5,1,310,85.2,11,7,1,0,0.0,0.1836734693877551,0.1836734693877551,0.1836734693877551
114,Rodrigo De Paul,Argentina,MF,32,Atletico Madrid,7,580,0,2,0.95,3,390,86.9,15,9,2,0,0.0,0.3103448275862069,0.3103448275862069,0.46551724137931033
115,Julian Alvarez,Argentina,FW,26,Atletico Madrid,7,520,2,2,2.8,8,145,82.0,6,4,0,0,0.34615384615384615,0.34615384615384615,0.6923076923076923,1.3846153846153846
116,Jordan Pickford,England,GK,32,Everton,7,650,0,0,0.0,0,185,74.2,0,0,0,0,0.0,0.0,0.0,0.0
117,Kyle Walker,England,DF,36,Manchester City,5,420,0,0,0.2,0,310,88.5,8,6,1,0,0.0,0.0,0.0,0.0
118,John Stones,England,DF,32,Manchester City,6,510,0,0,0.35,1,440,93.0,9,10,0,0,0.0,0.0,0.0,0.1764705882352941
119,Kieran Trippier,England,DF,35,Newcastle United,4,310,0,1,0.4,1,220,83.8,7,5,1,0,0.0,0.2903225806451613,0.2903225806451613,0.2903225806451613
120,Phil Foden,England,FW,26,Manchester City,6,450,1,2,1.9,6,240,86.1,4,2,0,0,0.2,0.4,0.6000000000000001,1.2000000000000002
121,Cole Palmer,England,FW,24,Chelsea,5,280,1,1,1.45,4,130,84.0,3,2,0,0,0.3214285714285714,0.3214285714285714,0.6428571428571428,1.2857142857142856
122,Unai Simon,Spain,GK,29,Athletic Bilbao,7,660,0,0,0.0,0,225,83.0,0,0,0,0,0.0,0.0,0.0,0.0
123,Dani Carvajal,Spain,DF,34,Real Madrid,6,520,0,1,0.45,1,360,87.4,12,8,2,0,0.0,0.17307692307692307,0.17307692307692307,0.17307692307692307
124,Robin Le Normand,Spain,DF,29,Atletico Madrid,6,480,0,0,0.3,1,390,90.1,10,11,2,0,0.0,0.0,0.0,0.1875
125,Fabian Ruiz,Spain,MF,30,Paris Saint-Germain,7,560,2,2,1.95,6,430,90.5,11,7,1,0,0.3214285714285714,0.3214285714285714,0.6428571428571428,0.9642857142857143
126,Manuel Neuer,Germany,GK,40,Bayern Munich,4,360,0,0,0.0,0,150,85.0,0,0,0,0,0.0,0.0,0.0,0.0
127,Antonio Rudiger,Germany,DF,33,Real Madrid,4,360,0,0,0.35,1,280,91.2,7,8,1,0,0.0,0.0,0.0,0.25
128,Jonathan Tah,Germany,DF,30,Bayer Leverkusen,4,340,0,0,0.2,0,260,92.0,6,7,0,0,0.0,0.0,0.0,0.0
129,Maximilian Mittelstädt,Germany,DF,29,VfB Stuttgart,4,310,0,1,0.4,1,195,84.1,8,5,1,0,0.0,0.2903225806451613,0.2903225806451613,0.2903225806451613
130,Robert Andrich,Germany,MF,31,Bayer Leverkusen,4,290,0,0,0.5,2,180,86.4,9,6,2,0,0.0,0.0,0.0,0.6206896551724138
131,Toni Kroos,Germany,MF,36,Retired,4,350,0,1,0.4,1,380,94.5,5,4,1,0,0.0,0.2571428571428571,0.2571428571428571,0.2571428571428571
132,Jamal Musiala,Germany,MF,23,Bayern Munich,4,330,2,0,2.05,6,170,86.0,4,3,0,0,0.5454545454545454,0.0,0.5454545454545454,1.6363636363636362
133,Ilkay Gündogan,Germany,MF,35,Galatasaray,4,310,0,1,0.85,2,210,88.9,4,2,0,0,0.0,0.2903225806451613,0.2903225806451613,0.5806451612903226
134,Bart Verbruggen,Netherlands,GK,23,Brighton,5,480,0,0,0.0,0,165,80.2,0,0,0,0,0.0,0.0,0.0,0.0
135,Virgil van Dijk,Netherlands,DF,35,Liverpool,5,480,1,0,0.75,3,390,91.5,8,12,1,0,0.1875,0.0,0.1875,0.5625
136,Nathan Ake,Netherlands,DF,31,Manchester City,5,410,0,0,0.25,1,320,89.4,9,7,0,0,0.0,0.0,0.0,0.21951219512195122
137,Stefan de Vrij,Netherlands,DF,34,Inter Milan,5,450,0,0,0.3,1,360,92.1,7,9,0,0,0.0,0.0,0.0,0.2
138,Tijjani Reijnders,Netherlands,MF,28,AC Milan,5,430,0,0,0.9,3,290,88.0,8,5,1,0,0.0,0.0,0.0,0.627906976744186
139,Jerdy Schouten,Netherlands,MF,29,PSV Eindhoven,5,400,0,0,0.4,1,310,90.3,11,8,1,0,0.0,0.0,0.0,0.225
140,Xavi Simons,Netherlands,MF,23,RB Leipzig,5,390,1,2,1.6,5,185,83.5,5,3,1,0,0.23076923076923078,0.46153846153846156,0.6923076923076923,1.1538461538461537
141,Memphis Depay,Netherlands,FW,32,Corinthians,5,360,1,1,1.8,6,110,78.9,2,1,0,0,0.25,0.25,0.5,1.5
142,Diogo Costa,Portugal,GK,26,FC Porto,5,480,0,0,0.0,0,140,79.0,0,0,0,0,0.0,0.0,0.0,0.0
143,Ruben Dias,Portugal,DF,29,Manchester City,5,480,0,0,0.3,1,410,92.8,7,10,1,0,0.0,0.0,0.0,0.1875
144,Pepe,Portugal,DF,43,Retired,4,390,0,0,0.2,0,280,88.2,9,8,1,0,0.0,0.0,0.0,0.0
145,Nuno Mendes,Portugal,DF,24,Paris Saint-Germain,5,420,0,0,0.45,1,260,86.0,10,6,1,0,0.0,0.0,0.0,0.2142857142857143
146,Joao Palhinha,Portugal,MF,31,Bayern Munich,5,380,0,0,0.4,2,240,85.1,16,11,2,0,0.0,0.0,0.0,0.47368421052631576
147,Vitinha,Portugal,MF,26,Paris Saint-Germain,5,430,0,0,0.8,2,360,91.0,9,6,0,0,0.0,0.0,0.0,0.41860465116279066
148,Bruno Fernandes,Portugal,MF,31,Manchester United,5,450,1,1,1.7,5,310,82.4,8,4,1,0,0.2,0.2,0.4,1.0
149,Bernardo Silva,Portugal,MF,31,Manchester City,5,410,0,0,0.75,2,295,89.1,6,4,1,0,0.0,0.0,0.0,0.43902439024390244
150,Diogo Jota,Portugal,FW,29,Liverpool,4,210,0,0,0.95,3,45,77.0,2,1,0,0,0.0,0.0,0.0,1.2857142857142856
151,Alisson Becker,Brazil,GK,33,Liverpool,5,450,0,0,0.0,0,160,82.5,0,0,0,0,0.0,0.0,0.0,0.0
152,Marquinhos,Brazil,DF,32,Paris Saint-Germain,5,450,0,0,0.25,1,380,92.0,8,9,0,0,0.0,0.0,0.0,0.2
153,Eder Militao,Brazil,DF,28,Real Madrid,5,410,0,0,0.3,1,320,89.5,9,8,1,0,0.0,0.0,0.0,0.21951219512195122
154,Danilo,Brazil,DF,35,Juventus,5,430,0,0,0.2,0,310,87.0,11,7,1,0,0.0,0.0,0.0,0.0
155,Wendell,Brazil,DF,33,FC Porto,4,290,0,0,0.3,1,180,83.2,7,4,1,0,0.0,0.0,0.0,0.3103448275862069
156,Joao Gomes,Brazil,MF,25,Wolverhampton,5,360,0,0,0.35,1,210,86.0,14,10,2,0,0.0,0.0,0.0,0.25
157,Lucas Paqueta,Brazil,MF,28,West Ham,5,380,1,0,1.2,3,230,83.5,9,5,2,0,0.23684210526315788,0.0,0.23684210526315788,0.7105263157894737
158,Rodrygo,Brazil,FW,25,Real Madrid,5,390,1,0,1.65,5,150,84.2,4,2,0,0,0.23076923076923078,0.0,0.23076923076923078,1.1538461538461537
159,Endrick,Brazil,FW,20,Real Madrid,4,160,1,0,1.1,4,30,76.0,1,0,1,0,0.5625,0.0,0.5625,2.25
160,Raphinha,Brazil,FW,29,Barcelona,5,370,0,0,1.15,4,125,80.8,5,3,1,0,0.0,0.0,0.0,0.972972972972973
161,Sergio Rochet,Uruguay,GK,33,Internacional,5,450,0,0,0.0,0,130,75.0,0,0,1,0,0.0,0.0,0.0,0.0
162,Jose Maria Gimenez,Uruguay,DF,31,Atletico Madrid,5,450,0,0,0.35,1,290,87.5,10,11,2,0,0.0,0.0,0.0,0.2
163,Mathias Olivera,Uruguay,DF,29,Napoli,5,420,0,0,0.25,0,240,84.0,9,7,1,0,0.0,0.0,0.0,0.0
164,Ronald Araujo,Uruguay,DF,27,Barcelona,4,310,0,0,0.2,0,210,88.0,7,6,1,0,0.0,0.0,0.0,0.0
165,Nahitán Nández,Uruguay,MF,30,Al-Qadsiah,5,410,0,0,0.4,1,195,82.5,12,8,2,0,0.0,0.0,0.0,0.21951219512195122
166,Manuel Ugarte,Uruguay,MF,25,Manchester United,5,430,0,0,0.3,1,250,87.2,18,12,2,0,0.0,0.0,0.0,0.20930232558139533
167,Rodrigo Bentancur,Uruguay,MF,29,Tottenham,5,360,0,1,0.6,2,220,86.5,10,6,1,0,0.0,0.25,0.25,0.5
168,Facundo Pellistri,Uruguay,FW,24,Panathinaikos,5,340,1,1,1.1,3,95,78.5,4,3,1,0,0.2647058823529412,0.2647058823529412,0.5294117647058824,0.7941176470588235
169,Darwin Nunez,Uruguay,FW,27,Liverpool,5,380,2,1,2.9,9,70,72.0,3,1,1,0,0.47368421052631576,0.23684210526315788,0.7105263157894737,2.1315789473684212
